material_id,composition,nsites,crystal_system,space_group,volume,density,density_atomic,efermi,energy_per_atom,formation_energy_per_atom,is_gap_direct,band_gap,is_oxide
mp-1201790,Cs4P28,32,3,57,878.5763058071049,2.643944226993856,27.455509556472027,4.38233692,-11.2617148653125,-0.246341467291665,1.0,1.2774,0.0
mp-504838,Cs2P2S6,10,3,71,315.3575746673914,2.7388807315107133,31.535757466739145,0.8520355,-12.475561895,-0.8324565832827361,0.0,1.9062,0.0
mp-1225967,Cs4P4Se24,32,4,7,1040.204414421916,4.071602890343417,32.506387950684875,1.18860544,-15.43159129,-0.434104952793898,0.0,1.6167,0.0
mp-568508,Cs8Rb8Mn16Cl48,80,2,194,2176.3068262045463,3.302098377539271,27.203835327556828,2.13980718,-4.969991770124999,-1.839611867426723,1.0,1.4203,0.0
mp-8202,Cs2Rb4Pd2F10,18,1,127,391.99230410892034,4.280657803599771,21.777350228273352,-1.32177274,-4.471713472777778,-2.514136872739464,0.0,2.3387,0.0
mp-8015,Cs1Ru1F6,8,6,166,145.03669244592913,3.983894785938133,18.12958655574114,-2.05983038,-11.02073785625,-2.359593356875001,1.0,1.235199999999999,0.0
mp-29266,Cs2S2,4,3,71,172.99266992412373,3.167069221311618,43.24816748103093,1.28981424,-17.67915287,-1.107426828906248,0.0,1.726,0.0
mp-1191332,Cs2S4O12F4,22,4,15,422.5540983961689,2.601730861717828,19.20700447255313,-1.63253409,-5.851857106818182,-1.9700236990595608,0.0,0.303299999999999,1.0
mp-1188913,Cs4S12,16,5,2,510.98964781934046,2.977987927380984,31.93685298870878,1.78633139,-12.957845295,-0.654482733359374,0.0,1.6567,0.0
mp-2761130,Cs4S4O16,24,4,15,447.3711299915876,3.399507654330719,18.640463749649484,-1.00675268,-6.040014226666666,-1.900317367025861,0.0,0.6397,1.0
mp-573514,Cs8Sb8,16,3,19,775.8403035427021,4.360504911769052,48.49001897141888,2.75330356,-26.0024922475,-0.595107882500002,0.0,0.5557999999999991,0.0
mp-554822,Cs1Sb1P2O8,12,6,147,196.3334166894587,3.760385052430832,16.361118057454892,0.84697554,-7.0901563175,-2.469188492411739,0.0,2.958,1.0
mp-1197959,Cs4Sb8P4O32,48,4,12,777.7251832134937,4.57253209493312,16.202607983614453,3.33467823,-6.737145080833334,-2.223383279524836,0.0,1.9806,1.0
mp-567583,Cs2Sb2Cl12,16,4,15,494.0669087275783,3.141714076585718,30.87918179547364,-0.78633221,-3.554580028750001,-1.5385505774568982,1.0,2.0825,0.0
mp-510273,Cs2Sb2O4,8,4,15,191.62734539415547,4.968155127322778,23.95341817426944,2.51467098,-5.587411512500001,-1.854186307413794,0.0,2.3758,1.0
mp-561639,Cs4Sb4S8,16,4,14,536.8418348763533,3.94434462996929,33.552614679772084,2.19058931,-17.5753251225,-0.8541333989062531,0.0,1.736399999999999,0.0
mp-28701,Cs4Sb4S24,32,4,14,974.5769848877252,3.04687286618815,30.45553077774141,1.959737399999999,-12.820949383125,-0.442853980234374,1.0,1.8204,0.0
mp-2969,Cs4Sb4Se8,16,4,14,591.159648971551,4.63573088848448,36.947478060721934,1.8773871,-20.694799769375,-0.8353274714062481,0.0,1.1399,0.0
mp-1225923,Cs2Sb2Te2O12,18,3,74,278.0568401154072,5.712303202573927,15.447602228633732,2.922492489999999,-6.029770522777778,-1.8222093301468711,0.0,0.9535999999999992,1.0
mp-607477,Cs1Sc3Cu2Te6,12,4,12,356.2728025909046,5.408770374622063,29.68940021590872,4.99606272,-5.090855795833334,-1.177219663721264,0.0,0.006999999999999,0.0
mp-754826,Cs2Sc2O4,8,0,227,184.51125913256803,3.777341310414576,23.063907391571004,0.76934316,-7.26076491,-2.976672738663793,0.0,2.9595,1.0
mp-2014596,Cs2Se2Br6,10,4,4,388.5219371471383,3.860075474665668,38.85219371471383,1.34186391,-16.725315327,-0.8859848233125001,0.0,1.833,0.0
mp-1370,Cs32Si32,64,0,218,2529.0599289107195,3.382528180601402,39.51656138922999,2.29083179,-17.09282061984375,-0.151711822343749,1.0,1.5634,0.0
mp-1226548,Cs8Si8Sb8O40,64,3,40,1060.810989974659,4.542616176881629,16.575171718354046,4.32598154,-6.91891974875,-2.518657015581897,0.0,2.191699999999999,1.0
mp-570957,Cs4Si4Te12,20,4,9,808.531875100832,4.467287672887058,40.4265937550416,2.68642016,-22.607318027,-0.580539921999999,1.0,1.261299999999999,0.0
mp-571056,Cs32Sn32,64,0,218,3164.944576612693,4.2244509756296384,49.452259009573325,3.06918126,-25.33476240109375,-0.407444011093751,1.0,1.2659999999999991,0.0
mp-1247749,Cs4Sn4Br12,20,3,62,783.0209314899195,4.167798818969302,39.15104657449597,2.52701838,-3.537762077500002,-1.572084271431037,1.0,0.9682,0.0
mp-27394,Cs4Sn4Cl12,20,4,14,707.7549033566642,3.3595277653632403,35.38774516783321,0.35047602,-15.2399739675,-1.577583273000002,1.0,2.9154,0.0
mp-614013,Cs1Sn1I3,5,0,221,248.41075007279017,4.226897498662958,49.68215001455803,2.56463662,-3.079453774,-1.181536319931034,1.0,0.449999999999999,0.0
mp-1193634,Cs4Sn4P4S16,28,3,62,808.1199126804063,3.376880878482484,28.861425452871654,2.63846132,-4.757233206428571,-0.9163101748997172,0.0,2.1236,0.0
mp-561710,Cs2Sn2S6,10,5,2,322.2707978105111,3.584270415288076,32.22707978105111,1.95954716,-15.630819652,-0.8388928466875001,0.0,1.6557,0.0
mp-1542038,Cs2Sn2Se6,10,5,2,385.7905263288533,4.205213588085478,38.57905263288533,1.182901929999999,-4.047431396,-0.9688896639924572,0.0,1.189599999999999,0.0
mp-1198737,Cs4Tc12Se16Br8,40,4,14,1201.4703291084652,4.989637214551083,30.03675822771163,1.6273749400000002,-5.8557565325,-0.9310131939030172,0.0,1.0219,0.0
mp-8361,Cs4Te4,8,3,55,368.1405515606796,4.700155721594678,46.01756894508495,2.49696058,-26.3272990225,-1.0644603675,0.0,1.0019,0.0
mp-1178386,Cs4Te16,20,4,14,848.7392180552357,5.034450214681592,42.43696090276178,3.658263159999999,-25.833951325,-0.478481277,1.0,0.514899999999999,0.0
mp-9462,Cs4Te4Se12,20,4,14,727.4769215782544,4.54132880117545,36.37384607891272,2.47617568,-3.6579640715,-0.7501604921706181,0.0,0.9842,0.0
mp-645687,Cs4Ti4P8S32,48,4,9,1389.5271117478085,2.386444932470962,28.94848149474601,1.23868643,-5.431984787916666,-1.036877023106184,0.0,1.3678,0.0
mp-505663,Cs2Ti4Cl14,20,4,11,543.8793499577276,2.911536842885058,27.193967497886383,2.1252944,-11.3412391815,-1.936135250583333,0.0,0.288699999999999,0.0
mp-561121,Cs1Ti3P5O19,28,4,8,417.00355048535687,2.928273438990003,14.892983945905602,0.29745967,-8.20911411142857,-3.00614695635248,1.0,2.7906,1.0
mp-570706,Cs2Ti2Cu6Se8,18,4,11,456.54175469362247,4.999350934217608,25.36343081631236,3.00016367,-4.850279422777778,-0.951975477484833,0.0,1.251199999999999,0.0
mp-1200557,Cs4V4N8O32,48,3,19,842.1066976693083,2.680626683021438,17.543889534777257,0.25189572,-7.011453705,-1.490443107471263,1.0,1.7603,1.0
mp-572728,Cs2V4I6O26,38,3,46,615.977733462926,4.439913933935637,16.20994035428753,1.59874351,-6.1325446705263165,-1.502475164192378,1.0,1.829699999999999,1.0
mp-504996,Cs2V4P10O32,48,4,7,678.3268903976644,3.16108112775943,14.131810216618009,2.06255635,-7.924793926875,-2.70310503449456,0.0,0.0091,1.0
mp-1196047,Cs4V8Sb4O32,48,4,14,847.4342486443637,3.797834060825847,17.65488018009091,-0.22718276,-7.482809274375,-2.250436025179598,0.0,2.7044,1.0
mp-18545,Cs2V6Se4O24,36,2,173,550.5519547634085,3.834368810422881,15.293109854539123,0.5045906,-7.240607193611112,-1.989104371630149,0.0,2.3398,1.0
mp-651814,Cs2V6O16,24,4,11,353.5944502204158,3.885845929633331,14.733102092517326,-0.17807994,-8.020532600416667,-2.375250615387931,0.0,2.070599999999999,1.0
mp-23038,Cs2V2Br6,10,2,194,326.19875647830327,4.312316786436811,32.61987564783033,2.74989171,-4.563302533000001,-1.582757883931035,0.0,0.6528,0.0
mp-22977,Cs2V2Cl6,10,2,194,281.0246095963259,3.42958092661,28.102460959632587,3.49793119,-13.44505887,-1.913989785499998,0.0,0.483499999999999,0.0
mp-1228886,Cs2V2Fe2F12,18,3,74,303.85829826298664,3.865639989012002,16.881016570165926,0.40015783,-6.341845835,-3.014621490517241,1.0,1.814,0.0
mp-22991,Cs2V2I6,10,2,194,407.9054999130535,4.596528051662015,40.79054999130536,3.602657439999999,-4.053066899000001,-1.140282601931036,0.0,0.597299999999999,0.0
mp-1029293,Cs2V2N4,8,0,227,145.22549879139612,4.844912139002631,18.153187348924515,3.03880376,-15.31549751,-0.9516149918749992,0.0,0.5028,0.0
mp-1228899,Cs2V2Ni2F12,18,3,74,291.61976382353697,4.060309672391199,16.201097990196498,0.389465499999999,-5.964710351666668,-2.936362066072798,0.0,2.3655,0.0
mp-562901,Cs4V4P8O28,44,4,14,656.0138472933266,3.622635304012956,14.90940562030288,1.84795286,-7.772078218636364,-2.73039115263099,0.0,1.8855,1.0
mp-1198694,Cs4V4P4O20,32,3,19,587.2548065307553,3.334541163477139,18.351712704086104,0.36650771,-7.671410117187499,-2.653014843349753,1.0,2.8884,1.0
mp-1181965,Cs8V8S8O48,72,3,61,1300.304173864268,3.186552893940551,18.05978019255928,-0.78226283,-7.08262691375,-2.21395922065613,1.0,2.141,1.0
mp-1225864,Cs2V2Te2O12,18,3,74,263.6180129369864,5.132999795564999,14.645445163165911,3.89615076,-6.729615426111112,-1.971509252369094,0.0,1.7666,1.0
mp-1225824,Cs2V2Zn2F12,18,3,74,302.1591874635917,3.992496770166296,16.786621525755095,-0.11365676,-5.5585013127777785,-3.032418923850575,0.0,2.296599999999999,0.0
mp-1213375,Cs2Y2Nb12Br36,52,6,163,1602.2225711695792,4.596466538460527,30.811972522491907,2.16788932,-5.264105971730769,-1.514493012486737,1.0,0.9779,0.0
mp-669309,Cs1Y10C4I18,33,5,2,1168.7650689530528,4.765649747682933,35.41712330160766,3.766747709999999,-5.394668255757575,-1.444796085747126,0.0,0.217,0.0
mp-1199735,Cs6Y12Cu6Te24,48,4,12,1705.6601659348337,5.167562990039006,35.534586790309035,3.68603937,-5.136573425624999,-1.311749573915229,0.0,0.687299999999999,0.0
mp-11116,Cs2Y2Cd2Se6,12,3,63,396.23847645686567,4.786701643970068,33.01987303807214,1.38048581,-4.7247607175,-1.580625101947736,1.0,2.085499999999999,0.0
mp-1213646,Cs2Y2Mn2Se6,12,3,63,381.4115500922992,4.472342780774713,31.784295841024928,2.61956053,-6.076142688333333,-1.565006222436242,0.0,0.5245000000000001,0.0
mp-541044,Cs2Y2O4,8,2,194,147.8654114591104,5.700610921022929,18.4831764323888,2.37184468,-7.26273716,-2.934489389913794,0.0,2.8461,1.0
mp-574620,Cs2Y2Zn2Se6,12,3,63,374.1151862218172,4.652519107341447,31.176265518484765,1.559183749999999,-4.8390025075,-1.644911321947737,1.0,2.1117,0.0
mp-1103744,Cs2Y2Zn2Te6,12,3,63,451.159835658839,4.932153967541584,37.59665297156992,2.86641245,-4.326730928333333,-1.308942534942528,1.0,1.4051,0.0
mp-1101093,Cs1Zn4P3,8,1,123,171.48789654608754,4.720163557299252,21.435987068260943,3.30909213,-11.36700594375,-0.397369399241069,1.0,0.1202,0.0
mp-1225874,Cs2Zn2Co2F12,18,3,74,292.6498649195276,4.212920528342598,16.258325828862645,-1.81734835,-4.828291933333334,-2.51893058329502,1.0,1.6216,0.0
mp-1225833,Cs2Zn2Fe2F12,18,3,74,282.19780358813057,4.332615176676145,15.677655754896143,-1.71003971,-5.233905842777777,-2.776032882739463,1.0,2.2145,0.0
mp-571410,Cs2Zr12B2I28,44,3,64,1601.133070626066,5.118563316434741,36.38938796877423,3.40652962,-4.938892611818182,-1.292994896764629,0.0,0.8390999999999991,0.0
mp-1213455,Cs4Zr24C4Cl60,92,3,51,2677.860940447186,3.036141823053018,29.107184135295498,1.59653484,-6.082261499130435,-2.20613154944153,0.0,1.1421,0.0
mp-582176,Cs2Zr12C2I28,44,3,64,1607.6658456416858,5.100242267198717,36.53786012822013,3.96902597,-5.037727288863636,-1.275953495552508,0.0,0.071899999999999,0.0
mp-1213469,Cs2Zr12Mn2Cl28,44,3,64,1176.2681395501618,3.47710317488453,26.733366807958223,2.61988085,-6.02645572,-2.061192272617555,0.0,1.234,0.0
mp-570192,Cs2Zr12Mn2I28,44,3,64,1658.37496254546,5.030255854481192,37.690340057851365,3.41320928,-4.970783271590909,-1.212039032844827,0.0,0.5971000000000001,0.0
mp-7152,Cs2Zr2Cu2Se6,12,3,63,330.8119260063073,5.266102894134232,27.56766050052561,3.41984656,-5.362389176666666,-1.355285959447736,1.0,0.2984,0.0
mp-556582,Cu2I4O12,18,4,11,256.7608623166428,5.346500569506531,14.264492350924598,3.59679234,-4.922429120555553,-0.829651572777775,1.0,0.4999,1.0
mp-768451,Cu4S6O24,34,6,148,408.3851043510847,3.377147325515586,12.011326598561316,0.54720112,-6.167490957058824,-1.462254245147059,0.0,0.1135,1.0
mp-15252,Cu4Ge2S6,12,4,9,218.7939056805521,4.491883289283199,18.232825473379343,5.10895678,-4.778898242499999,-0.5728115929166641,0.0,0.111099999999999,0.0
mp-1203834,Cu4H20N8O34,66,4,15,685.2302189976849,2.254608235005848,10.382276045419468,-0.49098999,-5.858583649696969,-1.021658625681818,0.0,1.0384,1.0
mp-361,Cu4O2,6,0,224,76.5869082712687,6.20494716806907,12.764484711878117,4.17791244,-5.02663022,-0.6445054383333331,1.0,0.512699999999999,1.0
mp-760432,Cu4O6,10,3,43,97.66062516736574,5.954172764725702,9.766062516736572,3.11928098,-5.46033676925,-0.851877498249999,0.0,0.136,1.0
mp-28034,Cu8P28,36,4,12,637.0008602196015,3.586012262146381,17.694468339433374,5.9919008,-9.551364844444445,-0.139350823981481,0.0,0.8419999999999991,0.0
mp-683899,Cu8P32Se12Br8,60,3,57,1529.6354201546435,3.350399108563484,25.49392366924406,3.09083574,-4.692795065333333,-0.340539795611605,0.0,1.5045000000000002,0.0
mp-570817,Cu8P32Se12I8,60,3,57,1686.9751917777085,3.408027639531118,28.11625319629514,2.50895328,-4.616166584500001,-0.278969170778273,0.0,1.411699999999999,0.0
mp-15896,Cu4Si2Se6,12,4,9,247.9726555194205,5.250795042218217,20.664387959951707,4.35708324,-4.5357676,-0.5171899661718741,0.0,0.238699999999999,0.0
mp-675120,Cu4Si2Te6,12,4,9,311.4248558081254,5.737067154666678,25.952071317343783,5.45107964,-17.896011221666665,-0.109506300833333,0.0,0.267099999999999,0.0
mp-643793,Cu6H4O4F8,22,4,14,230.1462826026637,4.338413888568141,10.46119466375744,1.39166512,-4.860984746818182,-1.530140710681818,1.0,0.3217,1.0
mp-557905,Cu12Mo32Br8O92,144,3,57,2130.6007284396765,4.63246190853835,14.795838391942198,2.62219763,-7.742388443124999,-1.73850463548611,0.0,0.019299999999999,1.0
mp-679930,Cu12P60I8,80,4,14,1788.4100505522883,3.376224896618584,22.355125631903604,4.51220237,-4.9517338705,-0.122846464482142,0.0,1.012,0.0
mp-565597,Cu18P24S24I18,84,2,185,2257.0591752912483,3.635167371976242,26.86975208680057,3.18487789,-4.377074272023809,-0.442432112993196,1.0,1.626,0.0
mp-680446,Cu36P48Se48Br36,168,4,4,4275.137708685938,4.055476979465903,25.447248265987728,2.51970785,-4.239086009226191,-0.463800321579506,1.0,1.3783,0.0
mp-559558,Cu12P32S24Cl12,80,3,62,1959.53398833034,2.498780575791424,24.49417485412925,3.22286352,-4.84527252175,-0.545412820857142,0.0,1.872599999999999,0.0
mp-1200788,Cu12P32Se24Br12,80,3,62,2105.5080413302685,3.63385002133697,26.31885051662836,2.23456442,-4.478388995125,-0.403003160935266,0.0,1.364599999999999,0.0
mp-3934,Cu6P2S8,16,3,31,273.49698499786626,4.248498235589031,17.09356156236664,5.41957682,-9.572404965625,-0.362097385528272,0.0,1.0202,0.0
mp-28995,Cu8Si2P16,26,1,88,421.329328713269,4.178131484329747,16.204974181279574,6.44996917,-9.723779190384615,-0.17165926029304,0.0,1.2078,0.0
mp-34126,Cu4Sn1P10,15,6,160,269.5060797975346,4.205977371486426,17.967071986502308,6.13030123,-10.711879308,-0.16827058131746,0.0,0.241699999999999,0.0
mp-1225822,Cu10Se2Cl10O8,30,4,4,574.7060861803676,3.686563411846573,19.156869539345585,1.72064099,-4.504474581666667,-0.9693743918229172,0.0,0.067699999999999,1.0
mp-28717,Cu12As8S18,38,5,1,720.7573019066266,4.467443702232592,18.96729741859544,4.90636587,-10.586249103421054,-0.2585705934375,0.0,0.3558,0.0
mp-1202008,Cu2Ag4N8O24,38,5,2,514.1224217111187,3.406214294183453,13.529537413450493,0.2695067,-6.141723583421053,-0.7462643693859651,0.0,0.144799999999999,1.0
mp-1213222,Cu2Ag4P8O24,38,4,15,517.1146481467572,3.822376533420224,13.608280214388348,1.79865619,-6.8722210389473695,-2.092089029047619,0.0,0.395699999999999,1.0
mp-1213198,Cu2Ag4P4O14,24,4,15,338.42482145622563,4.447658522514229,14.101034227342735,2.12211991,-6.443637827083333,-1.839324817718253,0.0,0.4723,1.0
mp-2763763,Cu4Ag4F12,20,4,14,246.8258896396244,6.146563448001488,12.341294481981215,2.68853135,-9.880689703,-1.5645383039999992,0.0,0.2559,0.0
mp-12954,Cu2B2S4,8,1,122,112.25620366222348,4.097111183417321,14.032025457777936,6.42471159,-5.355558385,-0.5917289910416661,1.0,1.742499999999999,0.0
mp-983565,Cu2B2Se4,8,1,122,135.12284594939484,5.708953657135069,16.890355743674355,4.97317333,-11.8904752225,-0.186407557656249,1.0,1.487,0.0
mp-22913,Cu1Br1,2,0,216,45.25114146849795,5.264051278564948,22.62557073424897,3.37355005,-3.385688824999999,-0.517612222499999,1.0,0.487099999999999,0.0
mp-24522,Cu2H4S2O10,18,5,2,185.09721909067943,3.186988906155021,10.28317883837108,1.70409516,-5.867541313333334,-1.44890752,0.0,0.0072,1.0
mp-570081,Cu2I2,4,6,164,110.40773980176633,5.728773114188356,27.60193495044158,4.03031253,-3.155027610833333,-0.343417968333332,1.0,1.6471,0.0
mp-1192231,Cu4I4O16,24,3,62,370.76041099356434,4.55842585268151,15.44835045806518,1.84956325,-5.053469483333333,-0.8176255991666661,0.0,0.9536,1.0
mp-571184,Cu8Mo24Br56,88,0,201,2591.9819360623783,4.6674490857464885,29.454340182527027,1.78081975,-5.334397025340909,-0.9621440485227272,1.0,1.6943,0.0
mp-568397,Cu8Mo24Cl56,88,0,201,2156.398654110011,3.693397261122107,24.50453016034104,2.45048744,-13.001847211477273,-0.990046611249999,0.0,1.9002,0.0
mp-29440,Cu8Mo24I56,88,3,61,3279.520050455627,5.021626943289219,37.26727330063213,3.06621489,-4.898717479204546,-0.5983315423863641,1.0,1.5743,0.0
mp-1191203,Cu4Ni4Sb4S12,24,3,19,455.9470745923718,4.955891794621884,18.99779477468216,6.03765865,-4.956162006666667,-0.552258124583332,1.0,0.0911,0.0
mp-606644,Cu4P40,44,5,2,942.532633788055,2.630580678955053,21.421196222455794,4.7928752800000005,-9.233567167727273,-0.063789065887445,0.0,1.0585,0.0
mp-927,Cu4P8,12,4,14,190.9369318786468,4.365565051390864,15.911410989887235,6.84813622,-9.773293335833332,-0.156310461150794,1.0,0.8679000000000001,0.0
mp-505436,Cu4P16O44,64,5,2,833.2873026328564,2.896946093600108,13.02011410363838,1.99513986,-7.34170905640625,-2.329917067254464,0.0,0.6119999999999991,1.0
mp-1197804,Cu4P16S12Br4,36,3,64,886.969741153542,2.722403815907123,24.638048365376168,3.83164506,-4.869429809999999,-0.445749142341267,0.0,1.739999999999999,0.0
mp-554724,Cu4P16S12I4,36,3,64,987.0250966749436,2.762720303091585,27.41736379652621,2.37591492,-4.80039001111111,-0.389257556785712,0.0,1.731399999999999,0.0
mp-1196912,Cu4P16Se12Cl4,36,4,14,936.9135845457996,3.259522675756452,26.02537734849444,3.80784553,-4.645224347222222,-0.412182346733631,0.0,1.6399,0.0
mp-571015,Cu4P16Se16I4,40,3,64,1205.4967229933804,3.472253891312498,30.13741807483451,2.07188299,-4.497677164500001,-0.370801234794643,1.0,1.7151,0.0
mp-1201654,Cu6P6H6O24,42,6,148,488.56606412405074,3.253169004569709,11.632525336286925,0.83103872,-6.549502641190476,-1.877832547746598,1.0,0.722399999999999,1.0
mp-504265,Cu4P4O16,24,4,14,267.387997282292,3.937712612544505,11.141166553428832,1.49203637,-6.771756299166667,-1.887335596607143,0.0,0.3277,1.0
mp-1105187,Cu4P4S12,20,1,136,420.37823665904114,3.013374958658294,21.018911832952057,3.88391309,-9.0914456775,-0.300671765782739,0.0,1.1555,0.0
mp-14116,Cu1Rh1O2,4,6,166,46.91270234409874,7.024418962510328,11.728175586024683,4.17134387,-6.3010597525,-0.9612006149999992,0.0,0.6553000000000001,1.0
mp-1190199,Cu1Sb6S2O16,25,5,2,386.17265275257193,4.791163882395749,15.446906110102878,3.6781204,-6.4050161496,-1.7523237766,0.0,0.423,1.0
mp-4468,Cu4Sb4S8,16,3,62,334.6434953908593,4.95091915212826,20.915218461928703,5.81889082,-13.459863785,-0.30408631140625,0.0,0.722699999999999,0.0
mp-20331,Cu4Sb4Se8,16,3,62,383.64935720103887,5.942303001166693,23.97808482506493,4.8419184,-16.542633859375,-0.248575811406251,0.0,0.498599999999999,0.0
mp-29567,Cu4Se8Br4,16,4,14,424.0586384784689,4.720447722011455,26.503664904904305,1.60435259,-3.766077258124999,-0.584083218046874,0.0,0.8486,0.0
mp-31038,Cu4Se8Cl4,16,4,14,395.4250027898748,4.31560000952706,24.71406267436717,1.81713281,-11.74204947625,-0.336460636406249,0.0,0.8067000000000001,0.0
mp-28741,Cu4Se12Br4,20,3,53,524.0881839571858,4.8202027256662685,26.20440919785929,1.9001275,-3.780614000999999,-0.5358364734062491,0.0,1.029899999999999,0.0
mp-4701,Cu1Sn1F6,8,5,2,103.38683784071058,4.758137135211362,12.923354730088825,0.26622826,-9.13540924125,-2.341765806249999,0.0,0.099499999999999,0.0
mp-31036,Cu4Te8Br4,16,4,14,486.89380095441527,5.438343208333977,30.430862559650954,3.31252094,-3.553411298124999,-0.547720050208331,0.0,0.7460999999999991,0.0
mp-30971,Cu4Te8Cl4,16,4,14,457.9692056684116,5.137125112962343,28.623075354275727,3.78931002,-17.289873135625,-0.331452256250003,0.0,0.5968999999999991,0.0
mp-31037,Cu4Te8I4,16,4,14,530.6655370966954,5.578052191083276,33.16659606854346,3.89981109,-3.403728055624999,-0.426270287708331,0.0,0.8277999999999991,0.0
mp-568778,Cu8Te8Br8,24,3,70,687.0319705093498,5.240968494298676,28.62633210455624,3.08294542,-3.571993277499999,-0.6121735780555541,0.0,0.801199999999999,0.0
mp-21807,K8Co8S12O48,76,0,198,1020.6801404915084,3.151300090701049,13.43000184857248,1.22025775,-6.587050183815789,-1.938619465499999,0.0,2.7281,1.0
mp-1212556,K8Co4Br16,28,3,62,933.7251307983288,3.2491113758684422,33.34732609994032,0.86263058,-3.728340704285713,-1.450634660642856,1.0,0.972299999999999,0.0
mp-23515,K24Co12Cl48,84,3,33,2514.536425917414,2.210477015791259,29.934957451397786,0.61619627,-4.1449916148809525,-1.746373419809523,0.0,0.8932,0.0
mp-1206883,K2Co1F6,9,0,225,128.4604892654252,3.246094799082266,14.273387696158355,-2.8745351,-4.787270853333333,-2.467351918277778,0.0,1.1713,0.0
mp-1211977,K4Co2I8,14,4,11,583.5587843763163,3.669308837776349,41.68277031259402,1.0805649,-3.302926054285714,-1.089753679214285,0.0,0.550999999999999,0.0
mp-28890,K8Co4O8,20,4,14,397.44105063827726,2.826528752635311,19.872052531913862,1.35240871,-5.2823011165,-1.4238854814000002,1.0,0.1699,1.0
mp-505285,K16Co8Si8O32,64,3,29,963.5091349525557,3.160256216852377,15.054830233633682,2.01024826,-6.65970414609375,-2.33303936915625,1.0,2.9618,1.0
mp-561028,K4Cr4O14,22,4,15,353.1407675951838,2.76663056728745,16.051853072508354,-1.69242041,-7.037008194772725,-1.927502611090906,0.0,2.7644,1.0
mp-555898,K4Cr6Cl4F12,26,4,14,487.65527010754136,2.854069033070838,18.75597192721313,1.09368687,-6.225539101538461,-2.656148201115384,1.0,2.4339,0.0
mp-2047105,K2Cr1F6,9,1,139,133.3323888511901,3.041088608172981,14.814709872354456,-1.24794583,-5.482909138888889,-2.883031231611111,0.0,0.703399999999999,0.0
mp-866709,K4Cr2H4F16,26,4,14,364.7250294986831,2.587802862947539,14.02788574994935,-2.89101094,-5.237681416538463,-2.620993817076924,1.0,2.0316,0.0
mp-561541,K8Cr4S4O28,44,4,14,747.1193875549008,2.438210858867951,16.9799860807932,-1.0988838,-6.641745422272728,-2.033575102454545,0.0,2.4957000000000003,1.0
mp-542332,K4Cu2C4O12,22,3,43,305.973434711398,2.841183717134321,13.907883395972636,0.62299651,-6.809888350909091,-1.8547026117727272,0.0,0.5492,1.0
mp-1023132,K4Cu2Cl4F4,14,3,64,299.9998429040761,2.774711380926383,21.428560207434007,0.16543814,-4.11356211,-2.129742614928571,0.0,0.585299999999999,0.0
mp-6598,K4Cu2P8O24,38,4,9,553.479437259142,2.745949301144008,14.565248348924788,0.98514228,-7.080464972105263,-2.480498010161653,0.0,0.8983000000000001,1.0
mp-559644,K8Cu4P12S36,60,4,14,1617.8343042651254,2.148242782260948,26.963905071085424,2.77683354,-4.827850729333334,-0.83761054272857,0.0,1.9627,0.0
mp-556074,K2Cu3Se4O12,21,5,2,331.5064122238839,3.890381941039665,15.786019629708758,1.78850694,-5.516233630952381,-1.329588991613095,0.0,0.091299999999999,1.0
mp-556787,K8Cu12S12O52,84,4,15,1264.0463263369898,3.011044975450619,15.04817055163083,1.18836936,-6.094779654880952,-1.747211501404761,0.0,0.1405,1.0
mp-15684,K4Cu2As2,8,3,63,222.2534458596745,3.237559418185954,27.78168073245932,1.65357036,-3.0929830075,-0.3349658455,0.0,1.0674,0.0
mp-571440,K8Cu4Br12,24,3,62,719.33625627236,3.5222485168018363,29.97234401134833,0.9455239,-3.39987163375,-1.521074013666666,1.0,1.901799999999999,0.0
mp-569952,K8Cu4Cl12,24,3,62,615.9117254140108,2.6755938053235493,25.66298855891712,1.50299184,-8.516120232083333,-1.626013471249999,0.0,2.052,0.0
mp-8388,K4Cu2F8,14,3,64,214.23004061424183,3.375432189913843,15.302145758160131,0.2067076,-4.541260167142857,-2.538780793499999,0.0,0.382399999999999,0.0
mp-8446,K4Cu2P2,8,3,63,208.92814413403624,2.745463209188628,26.11601801675453,2.14619529,-8.39794020875,-0.426590162619048,0.0,1.1421,0.0
mp-619092,K8Fe8As8O36,60,3,62,925.3510025008782,3.472166827492609,15.422516708347969,0.65888728,-6.748242159166667,-1.876597094133334,0.0,1.8765,1.0
mp-1205367,K4Fe2F10,16,4,12,235.713588253764,3.226960904122503,14.732099265860246,-2.36012479,-5.442513710781251,-2.90476089446875,0.0,2.9703,0.0
mp-19320,K8Fe4O16,28,3,62,453.0861074901879,2.903217051962533,16.18164669607814,-0.817672499999999,-5.7895104321428565,-1.428852621357141,0.0,1.6183,1.0
mp-15432,K16Ga16As24,56,4,14,1468.933679724094,4.00091457466435,26.23095856650168,1.706355579999999,-3.645243426964285,-0.455343557249999,0.0,1.670399999999999,0.0
mp-15433,K16Ga16Sb24,56,4,14,1799.2208760030658,4.303932943483237,32.12894421434046,2.62387369,-3.38773120267857,-0.429740458321426,0.0,1.1651,0.0
mp-10973,K8Ga12Cu4Se24,48,4,15,1313.6620051296277,4.169716117443468,27.36795844020057,1.5602132,-4.073257994375,-1.038116073630208,1.0,1.5668000000000002,0.0
