material_id,composition,nsites,crystal_system,space_group,volume,density,density_atomic,efermi,energy_per_atom,formation_energy_per_atom,is_gap_direct,band_gap,is_oxide
mp-1192582,Mg8Si4Se16,28,3,62,656.2997215584232,3.9727003462965182,23.439275769943688,4.70185541,-4.4129096975,-1.174351987410714,1.0,2.131,0.0
mp-34022,Mg4Sn2O8,14,3,74,161.81208557747004,4.747629452044268,11.558006112676432,3.811373719999999,-6.529048445714284,-2.6629976021428563,0.0,2.7149,1.0
mp-1222196,Mg4V4Co2O16,26,3,64,298.5820847688032,3.753081225472855,11.48392633726166,2.0105296,-7.712529408076923,-2.470540413461539,0.0,2.5147,1.0
mp-27150,Mg4V4O14,22,5,2,265.55924353404055,3.282679233035862,12.070874706092752,0.70563279,-7.771913141363637,-2.675142304545454,0.0,2.7138,1.0
mp-1029368,Mg4V2N6,12,3,36,144.36430077503098,3.256832489181819,12.03035839791925,3.161653,-7.343805960833332,-1.117192738333332,0.0,1.8994,0.0
mp-1222174,Mg4Zn2As4,10,6,156,199.96170761099577,4.382373970834491,19.996170761099577,4.31511263,-3.228867127999998,-0.456681386999999,1.0,0.5345,0.0
mp-1222129,Mg2Zn1P2,5,6,156,91.31324082665388,3.199966235679973,18.262648165330777,5.38472778,-3.56750833,-0.497182191857142,0.0,0.9775,0.0
mp-1990,Mg24As16,40,0,206,944.6147476461048,3.132694630713741,23.61536869115262,2.42281242,-9.17214968525,-0.78755513925,1.0,1.6654,0.0
mp-1206514,Mg3As1N1,5,0,221,74.42114156493827,3.611166352278549,14.884228312987654,4.712618,-8.16520575,-0.896367267250001,0.0,2.281799999999999,0.0
mp-770722,Mg3Mn5B4O16,28,5,1,288.53215188167604,3.722643941524659,10.304719710059858,3.27638213,-8.1780028925,-2.585630404332922,0.0,0.8500000000000001,1.0
mp-643573,Mg6Mn2H14,22,2,194,190.17008726927776,2.356007145504216,8.644094875876261,2.97602335,-3.783996438636363,-0.345851856061911,1.0,1.6630999999999991,0.0
mp-1245510,Mg6Mo2N8,16,3,31,204.77218750007123,3.647223959720584,12.798261718754452,6.07360936,-7.108456584375,-0.9721851925,0.0,2.9642,0.0
mp-1559,Mg24N16,40,0,206,489.827010464277,2.73722024386655,12.245675261606925,3.70405339,-7.095321842,-0.9422394225,1.0,1.952799999999999,0.0
mp-505365,Mg3Nb6O11,20,6,164,240.75479429732084,5.561551400341559,12.037739714866042,5.08592387,-8.758069667000001,-2.7617291,0.0,0.2437,1.0
mp-2514,Mg24P16,40,0,206,866.2922139668336,2.068073438608592,21.65730534917084,3.20685389,-3.792177938999999,-0.647706519857142,1.0,1.798099999999999,0.0
mp-1196139,Mg24Sb16,40,0,206,1177.5395959499583,3.569834467371242,29.43848989874896,3.15037075,-3.05801384425,-0.428131339249999,1.0,1.3212000000000002,0.0
mp-1080847,Mg3Sb1N1,5,0,221,82.0474083873499,4.223462046461523,16.40948167746998,5.70989247,-4.177674120000001,-0.705936314,0.0,1.623399999999999,0.0
mp-1222229,Mg3Si9B36C1,49,6,160,484.3418649363028,2.492105932090949,9.884527855842911,5.72168316,-6.307357107755102,-0.115397075969386,1.0,1.042,0.0
mp-864942,Mg6Tc2H14,22,2,194,209.3254311661595,2.823613921624988,9.514792325734522,2.35656013,-3.927473061363636,-0.38036269215909,1.0,2.6125,0.0
mp-3118,Mg6Te2O12,20,6,148,219.83434367579835,4.479452620181878,10.991717183789918,3.554516989999999,-6.3120877365,-2.539839539666666,0.0,2.9101,1.0
mp-2713744,Mg8Nb4S18O72,102,6,158,1475.5369391049223,2.582962453676178,14.466048422597275,0.14089715,-7.006375296666667,-2.259388582401961,1.0,2.333799999999999,1.0
mp-676305,Mg8Sb4O18,30,5,2,325.3065630706089,4.948690445313972,10.84355210235363,4.22111645,-6.514853357333334,-2.560751251666667,0.0,2.4289,1.0
mp-1222125,Mg4Si1Ge1,6,6,166,127.84488759050367,2.571054987044204,21.307481265083947,4.10020242,-2.947115743333333,-0.185411419166666,1.0,0.005399999999999,0.0
mp-19239,Mg24Mn4O32,60,0,225,583.7604997297776,3.740741021274272,9.72934166216296,3.18715837,-6.740838904499999,-2.838937343028735,0.0,2.2891,1.0
mp-1222065,Mg2Ag4P4S12,22,4,15,478.5552979323388,3.430890935917467,21.75251354237904,4.96990007,-4.619281574545455,-0.7122406811471841,0.0,2.2038,0.0
mp-7623,Mg4As16,20,1,92,469.7396236555229,4.581264597231103,23.486981182776145,3.60200423,-12.904779862000002,-0.304894355,0.0,0.8144,0.0
mp-365,Mg4B16,20,3,62,177.51255307952263,2.527545268520004,8.875627653976132,6.93534503,-6.8837363985,-0.1727923235,0.0,0.364099999999999,0.0
mp-978275,Mg4B28,32,3,74,251.90496067954192,2.636296109595186,7.872030021235685,7.48912716,-7.1071141003125,-0.157891229375,0.0,1.541399999999999,0.0
mp-30091,Mg2B18N2,22,6,166,173.35858147630654,2.597931562214007,7.879935521650297,5.65348591,-7.659845683181818,-0.440278225568182,0.0,1.6752999999999991,0.0
mp-1443950,Mg1Co1F6,8,6,148,96.64954197285984,3.388591526097934,12.08119274660748,-1.83985961,-5.09064082125,-2.559765698125,0.0,0.0078,0.0
mp-554955,Mg1Cr1F6,8,6,148,94.76075401263512,3.334571415843009,11.845094251579392,-2.39923963,-5.96035213625,-3.114523169375,0.0,1.6140999999999992,0.0
mp-19120,Mg2Cr2O8,12,3,63,144.76612491605178,3.218590985678326,12.063843743004314,0.18226955,-7.364724258333333,-2.185497340833333,0.0,2.3991,1.0
mp-1205334,Mg2Cu4Si2S8,16,3,31,303.1549676281808,3.371334784326635,18.94718547676129,6.39492819,-4.928339125625,-0.95238416875,1.0,1.673099999999999,0.0
mp-1188827,Mg2Cu4Si2Se8,16,3,31,360.2456907271284,4.566341155425455,22.515355670445523,3.62271708,-4.417267115,-0.7625362030468741,1.0,0.7726000000000001,0.0
mp-7352,Mg4Cu4P4,12,3,62,175.6042302669712,4.494496723238884,14.633685855580934,7.30101959,-4.134183709166669,-0.419133639047621,0.0,0.018499999999999,0.0
mp-1041741,Mg2Cu2P4O14,22,5,2,244.9675313093676,3.549202623650019,11.134887786789436,3.12560547,-7.164285901363636,-2.510072194935064,0.0,0.3723,1.0
mp-7798,Mg4Ge4N8,16,3,33,188.12025622947417,4.412035345023502,11.757516014342135,3.46192443,-9.835632413125,-0.760936786249999,1.0,2.6358,0.0
mp-1185888,Mg12H12N12,36,2,175,433.43944799354495,1.8076379140909304,12.03998466648736,0.98054197,-5.190502707499999,-0.7358646412499991,0.0,2.2587,0.0
mp-1391800,Mg1Mn1F6,8,6,148,92.49068941421103,3.469232614772261,11.56133617677638,-0.14137639,-5.798121377499999,-3.013671432866378,1.0,2.8029,0.0
mp-1247154,Mg1Mn1N2,4,6,166,36.47917076776599,4.882334584877993,9.119792691941498,6.32210275,-7.612469727500001,-0.7452095282327591,0.0,0.000399999999999,0.0
mp-2232942,Mg1Mn1V4O12,18,4,5,262.5167755709333,3.004604633795874,14.584265309496296,0.04308616,-8.353444309999999,-2.436575329607278,0.0,2.1181,1.0
mp-1398330,Mg1Mo1F6,8,6,148,104.69033976042796,3.715309982306983,13.086292470053491,-1.06985922,-6.169142987500001,-3.174238690625,0.0,2.4449,0.0
mp-864954,Mg2Mo2N4,8,2,194,77.2385908868597,6.374763245285786,9.654823860857462,8.86064092,-8.3269147525,-1.03874584875,0.0,0.7411000000000011,0.0
mp-2713885,Mg2Nb10P18O72,102,6,158,1518.9294981796627,2.937681681213407,14.891465668428063,0.26189643,-8.348856703431373,-2.878212524544818,1.0,2.3163,1.0
mp-1045786,Mg2Ni2P8O24,36,4,15,437.4367263135899,3.028397745728641,12.151020175377496,2.37207482,-7.528684677222222,-2.614905074087302,0.0,0.086899999999999,1.0
mp-384,Mg2P8,10,4,14,196.7707540703042,2.501306360680703,19.677075407030426,5.21312334,-4.956805909000001,-0.298333085714285,0.0,0.7289000000000001,0.0
mp-675651,Mg2P2S6,10,4,12,218.3408527787415,2.303994842602907,21.83408527787415,2.57191553,-4.944037280000002,-1.051832831428571,0.0,2.7986,0.0
mp-30943,Mg2P2Se6,10,6,148,249.71224882379616,3.88560064823108,24.971224882379616,1.85054648,-4.388379354000001,-0.8816437593348221,0.0,2.0382,0.0
mp-7921,Mg1Pd1F6,8,6,148,94.97931247981346,4.278400244972944,11.872414059976682,-1.51059418,-4.71401053875,-2.427327279375,1.0,1.8285,0.0
mp-1315,Mg1S1,2,0,225,35.33066670617066,2.649386380469676,17.66533335308533,3.48975604,-4.545918240000001,-1.66150344875,0.0,2.7574,0.0
mp-1185959,Mg2S4,6,6,166,122.96464101417256,2.388487798502099,20.49410683569543,3.79466102,-4.456197036666666,-1.153800653333332,0.0,1.133699999999999,0.0
mp-1018040,Mg2Se2,4,2,186,105.19956856773544,3.260005132094054,26.299892141933864,0.58356759,-4.03748746,-1.474296713671875,1.0,2.5765,0.0
mp-1103590,Mg4Se8,12,0,205,269.58582676896225,4.489727594922995,22.465485564080183,2.88474898,-4.007350603333333,-1.1332529465625,0.0,1.968499999999999,0.0
mp-12630,Mg2Se2O8,12,3,63,144.63734978159653,3.840585880486441,12.05311248179971,1.32942344,-6.023788655833333,-1.8707510703906247,0.0,2.868999999999999,1.0
mp-1016197,Mg2Si2As4,8,1,122,187.03667895849475,3.590920896404339,23.379584869811843,3.34683907,-4.39634083875,-0.297332561249999,1.0,1.303199999999999,0.0
mp-2961,Mg2Si2P4,8,1,122,166.4438551295536,2.28140300526044,20.8054818911942,4.14841178,-4.882946115,-0.411262341071428,1.0,1.3728,0.0
mp-2713729,Mg6Sn6S18O72,102,6,161,1472.5948355641442,2.917417925425492,14.437204270236707,0.54470105,-6.6067237338235305,-2.05197946132353,1.0,2.243,1.0
mp-1009082,Mg2Sn2As4,8,1,122,221.55629888669645,4.389877286430483,27.694537360837057,3.21942896,-4.04382228375,-0.29875055,1.0,0.4034,0.0
mp-1029791,Mg4Sn4N8,16,3,33,223.1496246597458,5.090742861541945,13.946851541234112,6.16246188,-6.104413185625,-0.5252638456250001,1.0,1.0648,0.0
mp-13033,Mg1Te1,2,0,216,67.5217326217723,3.7357481379341433,33.76086631088615,2.01316235,-3.458457757500001,-1.071569803333334,1.0,2.3186,0.0
mp-2604,Mg4Te8,12,0,205,356.0161089071634,5.214696303880582,29.668009075596952,4.8863282,-3.488444862499998,-0.849417595277775,0.0,1.116199999999999,0.0
mp-1210588,Mg2Te2O8,12,4,13,131.64439596470618,5.446714222102258,10.97036633039218,5.8230067,-6.151184784166666,-2.05691479611111,0.0,1.475099999999999,1.0
mp-2713802,Mg6Ti6S18O72,102,6,161,1421.0346807942196,2.526573914147064,13.931712556806074,0.17466121,-7.107267942156864,-2.323940130735294,1.0,2.2063,1.0
mp-28232,Mg2Ti4O10,16,3,63,182.085469745022,3.6484799494604223,11.380341859063874,1.99527746,-8.69270153625,-3.422544152083334,0.0,2.7175,1.0
mp-1222070,Mg1Ti4P6O24,35,6,148,452.5357988260926,2.882692242816501,12.929594252174075,1.04102609,-8.317685487714286,-3.047504249034013,1.0,2.4111,1.0
mp-1221997,Mg2Ti8Fe2O20,32,3,38,378.3020997425784,3.789080674418961,11.821940616955574,3.08086603,-8.9197262990625,-3.222096965208333,0.0,1.394299999999999,1.0
mp-1245745,Mg1Ti1N2,4,6,166,39.18412974966379,4.245641581573597,9.796032437415947,6.55116511,-8.035151845,-1.484522464583333,0.0,0.365,0.0
mp-1040943,Mg6V12O24,42,6,156,471.9696302508868,4.014800086228653,11.237372148830636,5.37682193,-8.357395600952382,-2.701663290238095,0.0,0.000199999999999,1.0
mp-504510,Mg1V2O6,9,4,12,117.02743487608689,3.152644305839352,13.00304831956521,2.94061199,-8.02515245,-2.526702651666667,0.0,2.7654,1.0
mp-1222158,Mg1V4Cu3O14,22,5,1,308.9463325019805,3.454416971984667,14.043015113726389,1.08978636,-7.460238555909092,-2.026821811590909,0.0,0.348099999999999,1.0
mp-1221990,Mg2V2Cr2O8,14,3,74,154.93334662208747,4.099334715579239,11.066667615863391,3.90063664,-8.409830824285715,-2.672792599285713,0.0,1.857899999999999,1.0
mp-27186,Mg2V2O6,10,3,63,139.19166731988958,2.9405875084614843,13.919166731988955,1.09913727,-7.880577794,-2.768925973999999,0.0,2.7895000000000003,1.0
mp-1210656,Mg2Zn4As4O16,26,4,14,360.20297995011225,3.991912110940353,13.85396076731201,0.23977157,-6.093215264999999,-2.01060831576923,0.0,2.705,1.0
mp-1025315,Mn1Al2Te4,7,1,121,223.73012807779244,4.596491837007969,31.961446868256065,4.22012296,-4.768623058571429,-0.5934244120853861,0.0,0.325199999999999,0.0
mp-752598,Mn4As8O16,28,1,135,423.3216319920256,4.217292372212471,15.118629714000914,2.1907539,-7.228655529999996,-1.758069190418715,0.0,2.0961,1.0
mp-19409,Mn4As8O24,36,6,162,375.6570854934846,5.318180321037587,10.434919041485683,3.57856145,-7.185722136388888,-1.831274760047892,0.0,1.7241,1.0
mp-18750,Mn2Fe4O8,14,0,227,139.38851348252413,5.494898879602974,9.956322391608866,4.18816085,-8.392388734285715,-1.836117058275863,0.0,0.9977,1.0
mp-20025,Mn1Ga2S4,7,1,82,152.93032801395523,3.503314537319627,21.84718971627932,2.73043654,-10.883485397142858,-0.925073553676108,0.0,1.1791,0.0
mp-20261,Mn1Ga2Se4,7,1,82,176.30233390667465,4.805648006280308,25.18604770095352,2.08616525,-14.35177879,-0.8067605758189631,0.0,0.8566,0.0
mp-554980,Mn2I4O12,18,4,4,272.8047705078644,4.927276025923084,15.155820583770245,2.93545411,-5.820314838888889,-1.165002999770115,1.0,2.2873,1.0
mp-1221979,Mn1In2Te4,7,1,82,247.91949115458263,5.324653791873215,35.41707016494038,4.11647016,-23.600586972857144,-0.527813733497538,0.0,0.344399999999999,0.0
mp-542070,Mn4N8O24,36,0,205,447.1539949730617,2.65814364489158,12.42094430480727,-0.09352019,-7.292616733611112,-1.123023754492338,1.0,2.7614,1.0
mp-780939,Mn4N16O48,68,5,2,1095.8777690853108,1.836237650728258,16.115849545372217,-2.358278089999999,-6.874987022794118,-0.88141888561359,0.0,0.1423,1.0
mp-19442,Mn1Ni6O8,15,0,225,144.6642070855784,6.142112964309543,9.644280472371891,4.80416538,-6.923200371999999,-1.361432144528734,0.0,1.4245,1.0
mp-542139,Mn4P8O24,36,4,15,451.56344657925473,3.131332518405578,12.543429071645964,2.30835641,-8.115417330555555,-2.595336400246305,1.0,2.304,1.0
mp-771905,Mn6P18O54,78,4,9,989.654714167511,2.9382057028280912,12.687880950865525,1.1223889,-7.893644835641026,-2.513638303860996,0.0,1.3101999999999991,1.0
mp-22576,Mn6Sb12O36,54,6,150,637.5161382173872,6.164615858177724,11.805854411433096,5.13601829,-7.213290068333334,-1.97909186810345,0.0,0.512,1.0
mp-1210700,Mn2Sb4Se8,14,4,12,382.0950618933744,5.339330465061909,27.29250442095531,4.36097026,-18.115815240714287,-0.495499946533249,0.0,0.3928,0.0
mp-28669,Mn2Se4O12,18,4,14,248.858487577255,4.121739039793437,13.825471532069722,0.39565042,-6.521447505555555,-1.427935919179836,0.0,1.5967,1.0
mp-28525,Mn15Br6O20,41,0,225,557.5237931852873,4.835410503977954,13.59814129720213,1.92183149,-7.833111293414642,-1.827961813145508,0.0,0.170699999999999,1.0
mp-768472,Mn8S12O48,68,4,14,811.9094366829172,3.25652399384988,11.939844657101723,0.7064660700000001,-7.181558557941177,-1.880697302256591,0.0,0.6835,1.0
mp-28943,Mn8B4O16,28,4,14,285.67116868791186,4.294114021467051,10.202541738853997,3.61528101,-8.758228763571427,-2.358904995718389,1.0,0.5381,1.0
mp-1221996,Mn4Co2O8,14,1,141,151.7646126556744,5.094533182027652,10.840329475405314,3.21342297,-8.302297824285715,-1.838113349408867,0.0,0.6991,1.0
mp-1222018,Mn2Cr3Fe1O8,14,6,166,160.00958678237947,4.666920621074745,11.42925619874139,3.20196413,-9.022415877857142,-2.212638574704433,0.0,1.7368,1.0
mp-20223,Mn8Ge4O16,28,3,62,340.7937677956049,4.8046138325185765,12.171205992700177,2.8120628,-8.220307286785713,-2.114749792623151,1.0,1.0831,1.0
mp-24250,Mn4H4S2O12,22,4,15,212.74436607756013,3.74582840799705,9.670198458070915,2.13343458,-7.208841391818182,-1.850615113714733,0.0,2.7417,1.0
mp-1221883,Mn2In1Ag1Te4,8,1,121,267.1449043199302,5.23974738645677,33.39311303999128,3.71040906,-4.96101203125,-0.398591333857758,0.0,0.0293,0.0
mp-1222032,Mn4In2Sb2O12,20,5,1,259.1892627319183,5.669265122616022,12.959463136595916,4.69897646,-7.513153205499999,-2.023156045752873,0.0,0.486299999999999,1.0
mp-18302,Mn4Mo2P24,30,4,15,432.888968508543,4.430528056054093,14.4296322836181,8.64445358,-6.628800968666667,-0.351776768771755,0.0,0.1193,0.0
mp-27807,Mn8O8F36,52,4,15,643.7735026321409,3.227949654591492,12.38025966600271,-3.1043031,-5.471142501923077,-1.975402196604774,0.0,0.613499999999999,1.0
mp-1172875,Mn32O48,80,3,61,889.1007007723838,4.717691499808666,11.113758759654797,3.43251628,-8.647502563375,-2.013919843547413,1.0,0.0721,1.0
mp-18721,Mn2P2O7,11,4,12,125.22138674368266,3.763679967633767,11.38376243124388,3.4008564,-8.380768164090908,-2.5816131941043423,0.0,2.2949,1.0
mp-1192820,Mn4Sb6I6O10,26,5,2,624.586534655181,4.976229227324467,24.02255902519927,2.9231701,-6.154581764615385,-1.537437366604774,0.0,2.017899999999999,1.0
mp-18928,Mn8Si4O16,28,3,62,324.0014486422718,4.140242289153002,11.571480308652564,3.61428526,-8.814470905714286,-2.594300529408867,1.0,1.988499999999999,1.0
mp-5056,Mn8Si4S16,28,3,62,559.7138450819633,3.15926686074833,19.98978018149869,4.70376317,-11.022951640714286,-0.98289017288793,0.0,0.3536,0.0
mp-18607,Mn4Te6O16,26,4,15,405.5074267121467,5.083255480268348,15.59643948892872,3.68655421,-6.9143807673076925,-1.7345625900663122,0.0,2.1851,1.0
mp-1210598,Mn4Te2O12,18,1,136,192.58400823969285,5.750675794349236,10.699111568871825,4.03992174,-7.469453084999994,-1.785552806392076,0.0,0.5941999999999991,1.0
mp-19142,Mn2V2O7,11,4,12,136.27935633163042,3.944894203488449,12.389032393784584,1.60123642,-8.786227804545454,-2.32008509916928,1.0,1.204,1.0
mp-1199415,Mn16V8H8O40,72,3,62,874.8774349296987,3.671881269003745,12.151075485134704,3.57488249,-8.268920564861112,-2.09748632954023,0.0,1.541799999999999,1.0
mp-18751,Mn4Zn2O8,14,1,141,151.3335365601834,5.25115930992759,10.809538325727386,2.90165842,-7.607413516428571,-1.982325200123152,0.0,0.728699999999999,1.0
mp-19185,Mn6B4O12,22,3,58,229.127310559627,4.093708924535419,10.414877752710318,3.41515292,-8.848231846818182,-2.4361777151933133,1.0,2.0333,1.0
mp-504423,Mn6Co4O16,26,3,31,255.4384001367044,5.339393644039572,9.824553851411707,2.94309733,-7.946916402307693,-1.690257374907162,0.0,0.8285,1.0
mp-558631,Mn6P4O16,26,4,14,310.7749492482777,3.791088213118403,11.952882663395297,2.56757946,-8.54329887,-2.550938795621448,0.0,2.9497,1.0
mp-542161,Mn6Ag4P8O28,46,5,2,570.4981704910543,4.240498786856391,12.402134141109878,2.55615357,-7.709210031086956,-2.313328752639036,0.0,1.7732,1.0
mp-18870,Mn3Cd2O8,13,4,12,146.56131453997776,5.8647608105981615,11.273947272305982,1.79799136,-7.051648147692309,-1.744743971061009,0.0,1.214799999999999,1.0
mp-24178,Mn6H4Se6O20,36,5,2,535.5373773832061,3.495750543054909,14.876038260644616,2.6867622,-6.8304307627777785,-1.594668360740243,0.0,0.181599999999999,1.0
mp-31908,Mn6Nb12O22,40,6,164,497.0086128960751,6.002198869456395,12.425215322401876,4.76700897,-9.576838796249998,-2.450766437689654,0.0,0.240599999999999,1.0
mp-18759,Mn6O8,14,1,141,155.5144237875321,4.886374081713801,11.108173127680866,3.2345749,-8.804393511428572,-2.050409240541872,0.0,0.8134999999999991,1.0
mp-1193915,Mn6Sb4I8O8,26,3,64,746.6707601916463,4.358667047814938,28.718106161217165,2.42225467,-6.191563339230769,-1.450644659522546,0.0,1.6919,1.0
mp-1196009,Mn6Sb10I6O18,40,5,2,837.3456849674865,5.149401690385787,20.933642124187163,4.41676036,-6.522327738749993,-1.660590790439648,0.0,0.7864000000000001,1.0
mp-554429,Mn12Si4O16F8,40,3,62,503.414915356313,3.89089048667272,12.585372883907825,2.29080622,-8.374279545250001,-2.721188277629312,1.0,2.6069,1.0
mp-18795,Mn6Te2O12,20,6,148,241.80205818153007,5.33470121881512,12.090102909076505,3.96112076,-7.951964359,-1.920252579045977,0.0,0.7581999999999991,1.0
mp-17899,Mn6V4O16,26,3,64,303.38857642765294,4.320545284020368,11.668791401063574,2.15501215,-8.837571938461538,-2.280837626445622,1.0,1.8537999999999992,1.0
mp-1403705,Mn3Zn2O8,13,4,12,132.46367924277024,5.310510348711602,10.189513787905405,2.02563974,-7.176852596923078,-1.823835586445624,0.0,1.229899999999999,1.0
mp-31901,Mn8Nb4O18,30,6,165,348.8992460447404,5.231109530547419,11.629974868158012,3.5382286,-9.300369227,-2.541547874114944,0.0,0.015499999999999,1.0
mp-680339,Mn16Si28,44,1,116,510.61957031234266,5.415903421974765,11.604990234371424,9.77242132,-11.205978175909092,-0.28327900617555,0.0,0.755599999999999,0.0
mp-1222033,Mn8Zn6Ni4O24,42,4,15,454.8133214866442,5.296619666082868,10.828888606824862,3.16661878,-7.094650248809524,-1.791645609844006,0.0,0.3174,1.0
mp-16185,Mn12Ag2P14O48,76,4,11,936.696979443538,3.681308044047892,12.324960255836029,5.00167858,-8.147277098421052,-2.503213723993497,0.0,2.309199999999999,1.0
mp-653429,Mn14Fe2Cl6O20,42,0,225,594.6376962754468,3.947310314456254,14.158040387510638,1.97178991,-7.980887661190477,-1.9032996476436792,0.0,0.9382,1.0
mp-1172871,Mn28Ge4O48,80,1,142,901.4768289980244,4.783353083663155,11.268460362475306,3.26321591,-8.458824425,-2.052191077025861,0.0,0.5022000000000001,1.0
mp-3224,Mn28Si4O48,80,1,142,876.8759400705213,4.580059544277464,10.960949250881516,3.66410553,-8.683616215250002,-2.236868358525862,0.0,0.3909,1.0
mp-25773,Mn16Cl6O20,42,1,139,564.1271281329477,4.155459517099879,13.431598288879709,2.05883541,-8.043707264285743,-1.933166274449946,0.0,0.454499999999999,1.0
mp-1211361,Mn2Ag4Ge2Se8,16,3,31,420.7279540140976,5.203132791166355,26.2954971258811,1.95618959,-4.672913405,-0.491092853204921,1.0,0.0088,0.0
mp-996995,Mn1Ag1O2,4,4,12,50.02428543740265,6.466486922597943,12.506071359350663,2.75576796,-6.906668847500001,-1.431450102399425,0.0,0.289499999999999,1.0
mp-755882,Mn2Al4O8,14,0,227,137.169769855266,4.186127644323647,9.797840703947571,5.39059045,-8.25418014642857,-3.047750007561575,1.0,2.6578,1.0
mp-1210817,Mn4Al4Si4O20,32,3,58,380.1794153094489,3.319547243728507,11.88060672842028,2.79650546,-8.320165787812499,-2.936076515678879,0.0,1.7544,1.0
mp-29108,Mn2As4F24,30,1,122,421.8739401493608,3.406791828736739,14.06246467164536,-1.92598309,-5.309964559333334,-2.545398635528736,0.0,2.7681,0.0
mp-24550,Mn4As4H8O20,36,4,15,403.8105128125571,3.485026701768867,11.216958689237696,0.43869081,-6.703176932777778,-1.66292407421456,0.0,2.2527,1.0
mp-695994,Mn8As8H24O40,80,4,4,903.125717162663,3.131314473108335,11.289071464533288,2.80017047,-6.50106107375,-1.625316857168104,0.0,2.1119,1.0
mp-28306,Mn1Br2,3,6,164,84.15411109132559,4.237394852087011,28.051370363775195,0.48199909,-5.314335840000001,-1.169033052643679,0.0,1.5962,0.0
mp-1221733,Mn1Cd4Te5,10,1,82,345.37810859986405,5.493405850792727,34.53781085998641,2.8002762,-22.799138815,-0.580198116448278,1.0,0.5243,0.0
mp-1221646,Mn1Cd1Se2,4,6,156,109.18521570947996,4.946841501099655,27.296303927369987,2.05256773,-5.002262762499999,-0.723800653154632,1.0,0.2055,0.0
mp-1221650,Mn1Cd1Te2,4,6,160,134.83605473224907,5.203795069281301,33.70901368306227,2.99262948,-21.999529325,-0.5938365786206921,0.0,0.3984,0.0
mp-28233,Mn1Cl2,3,6,166,71.61195211117794,2.918073685479806,23.870650703725985,0.90501671,-10.579209736666668,-1.58313891316092,0.0,1.792599999999999,0.0
mp-28226,Mn2Cr4O8,14,0,227,151.07905148966802,4.9004860965885175,10.791360820690572,3.54060299,-9.23133015,-2.337050971133004,1.0,2.2026,1.0
mp-1221753,Mn1Cr4Cd1Se8,14,0,216,313.9316057148115,5.32659068272671,22.423686122486536,3.74491063,-6.287045775714285,-0.8083666911915011,0.0,0.546899999999999,0.0
mp-20474,Mn2Cu4Ge2S8,16,3,31,308.1701518196673,4.126748134059976,19.26063448872921,4.87580437,-5.467074093125,-0.6499622484913791,0.0,0.2648,0.0
mp-1210824,Mn2Cu4Si2Se8,16,3,31,353.863375850466,4.9361973539553805,22.11646099065413,3.77859493,-5.16433249125,-0.5681584196632531,0.0,0.4495,0.0
mp-510589,Mn1Cu1O2,4,4,12,45.97085781258352,5.435675009466814,11.49271445314588,3.72212939,-7.329014053750001,-1.539728060732759,0.0,0.178699999999999,1.0
mp-556585,Mn4F8,12,3,60,153.74209755521997,4.015086403850772,12.811841462934998,0.95215133,-7.296873797500001,-2.966967116810346,1.0,2.3648,0.0
mp-556560,Mn2F6,8,4,15,114.00641645002692,3.2606856333644583,14.250802056253368,-1.64994819,-6.490724162499999,-2.764831058232758,0.0,0.4936,0.0
mp-541103,Mn8F32,40,1,88,470.4465202723201,3.697204650692276,11.761163006808005,-2.93513043,-5.760018024500001,-2.396533066086208,0.0,1.3254,0.0
mp-1221609,Mn1Ga1Cu2Se4,8,1,82,179.27696545028607,5.257286806398516,22.40962068128576,3.12153024,-4.9315712575,-0.6350499368507531,0.0,0.0344,0.0
mp-20798,Mn2Ge2O6,10,6,148,104.25051788767348,5.593280875660874,10.425051788767346,3.4436629,-7.861668011000001,-2.135882778586207,0.0,1.6731999999999991,1.0
mp-731052,Mn4H8Se8O32,52,4,14,706.241100217721,3.224664079266638,13.58155961957156,-0.08406981,-6.117498749615384,-1.307663429239887,0.0,2.2486,1.0
mp-643412,Mn4H8Se4O20,36,4,15,437.9099335266078,3.274906535971129,12.16416482018355,1.08229312,-6.367722451944444,-1.4579374883638652,0.0,1.9027,1.0
mp-1221677,Mn1H6N2Cl2,11,4,5,131.5167280966388,2.018972372817719,11.956066190603526,1.36154969,-5.322223433636363,-0.7852547959482761,0.0,1.5529000000000002,0.0
mp-735521,Mn4H24O12F12,52,4,14,490.7046257951267,2.246685735848503,9.436627419137052,-2.07337152,-5.600926979999999,-1.7456612827254632,0.0,1.5208,1.0
mp-28013,Mn1I2,3,6,164,107.54303416765336,4.767267673406124,35.84767805588446,2.432867019999999,-4.776394523333333,-0.7063810159770101,0.0,1.170799999999999,0.0
mp-19455,Mn2Mo2O8,12,4,13,134.7190612798825,5.297088616763617,11.22658843999021,3.30876953,-8.717003820833318,-2.083752250488489,0.0,1.409699999999999,1.0
mp-22100,Mn4Nb8O24,36,3,60,427.02070033983415,5.23798391062398,11.86168612055095,2.65455859,-9.433050544444454,-2.8716737219923463,1.0,1.924,1.0
mp-1232659,Mn4O4,8,3,59,85.90561003874181,5.4848291586156375,10.738201254842728,4.23508976,-9.087557915,-2.032569766465519,0.0,1.310499999999998,1.0
mp-644514,Mn6O12,18,4,12,173.18380507009397,5.001461680242682,9.62132250389411,2.60980021,-8.17517369138889,-1.8225279240325687,0.0,0.540999999999999,1.0
