material_id,composition,nsites,crystal_system,space_group,volume,density,density_atomic,efermi,energy_per_atom,formation_energy_per_atom,is_gap_direct,band_gap
mp-553949,Ag4 Hg4 Te6 O24,38,Monoclinic,14,527.3200182080277,7.50542218879301,13.876842584421782,2.80316384,-5.058229037105262,-1.105035922807017,True,0.16060000000000002
mp-1229141,Ag4 Hg2 Ge2 S8,16,Monoclinic,7,384.2992556974872,5.334012673413459,24.01870348109295,1.87268762,-3.8600173137500002,-0.46351562385416606,True,0.44410000000000005
mp-23485,Ag2 Hg1 I4,7,Tetragonal,82,266.73707472580065,5.75190222011236,38.105296389400095,0.98243359,-2.239733668571428,-0.512362546547618,True,1.2219
mp-29816,Ag8 Hg4 O8,20,Tetragonal,96,325.1760355986749,9.157642970468542,16.258801779933744,1.23015248,-3.6326410955,-0.45434721466666705,True,0.41029999999999905
mp-556866,Ag4 Hg2 S2 I4,12,Orthorhombic,36,397.00142510366817,5.874190989845033,33.08345209197235,1.31122136,-2.638433179166666,-0.441444480555555,True,1.2212
mp-27966,Ag4 Mo4 O14,22,Triclinic,2,291.2230911313625,5.92560400502563,13.23741323324375,1.41119634,-7.145007251818182,-1.5074706507575741,True,1.9011
mp-1190325,Ag4 P4 Pd2 O14,24,Monoclinic,15,346.0448076380572,4.761192507145591,14.418533651585717,1.53579602,-6.480135952083334,-1.785766681051587,False,1.166799999999999
mp-707138,Ag6 P3 H3 O12,24,Trigonal,151,310.71896796293834,4.997597387476359,12.94662366512243,1.40823395,-5.859486359166667,-1.5734414415699391,False,1.3274
mp-13956,Ag16 P8 Se24,48,Orthorhombic,19,1108.8818421155377,5.793370047018977,23.1017050440737,2.942116249999999,-15.944159909375001,-0.16940802690228102,False,1.186599999999999
mp-1192057,Ag4 S4 O14,22,Triclinic,2,283.0099298607328,4.598442833041431,12.8640877209424,1.0793688,-5.823396676818183,-1.405367447121212,False,2.301599999999999
mp-5625,Ag4 S2 O8,14,Orthorhombic,70,190.79392951841285,5.427367859487863,13.628137822743776,1.51506221,-5.487343809999999,-1.25647538940476,False,1.2289
mp-16913,Ag8 Se4 O12,24,Monoclinic,14,379.07993911815055,6.00462026596979,15.794997463256273,1.411950319999999,-4.82936551125,-0.8250872030295131,False,1.7022
mp-2748718,Ag8 Se4 O12,24,Monoclinic,14,347.44167549186955,6.551404869979988,14.476736478827897,5.86670169,-13.060735159166667,-0.5723392206770821,False,2.093499999999999
mp-11641,Ag4 Se2 O8,14,Orthorhombic,70,206.56740910925978,5.766886485369779,14.754814936375698,1.05826351,-4.9791975121428536,-0.8401073900967221,False,0.42639999999999906
mp-1197599,Ag12 Sn6 S36 O126,180,Trigonal,147,2653.4327389864748,3.239771500006885,14.741292994369305,0.59211378,-6.23090771438889,-1.6164815236666672,False,2.4602
mp-1214926,Ag4 Sn2 Hg2 S8,16,Orthorhombic,31,410.8585196337488,5.361600318849351,25.6786574771093,2.40127885,-3.788867694375,-0.46904800447916606,True,0.015699999999999003
mp-558768,Ag12 Te6 O24,42,Monoclinic,15,571.3964053953825,7.102537017394162,13.60467631893768,3.10036553,-5.053196220714284,-0.9644783249999971,False,0.0001
mp-29163,Ag4 Te2 S6,12,Monoclinic,9,283.64708953369046,5.146247485897094,23.637257461140873,3.06303025,-15.450798160833335,-0.07846885307291701,True,1.2999
mp-1229185,Ag3 As1 F12,16,Triclinic,2,257.7727691321683,4.035877863536669,16.11079807076052,-1.54004111,-4.06158381125,-1.8012610570312502,False,0.099399999999999
mp-2749579,Ag3 As1 F12,16,Triclinic,2,223.3297557360757,4.658310798461213,13.958109733504731,-0.39518751,-8.892999968125,-1.625031354218749,False,0.153999999999999
mp-1229124,Ag6 As2 O8,16,Trigonal,161,231.67585647847818,6.630288117256906,14.479741029904886,1.55068626,-5.0878547637499985,-0.9640073153124981,True,9.999999999998901e-05
mp-561620,Ag12 As4 S12,28,Monoclinic,15,609.210655176892,5.393890423250708,21.757523399174715,2.58503439,-14.856800679642857,-0.15963501263392502,False,1.627799999999999
mp-9538,Ag6 As2 S8,16,Orthorhombic,31,361.33783611518703,4.841724156265268,22.58361475719919,2.29666944,-14.004931924375,-0.14053708046874802,True,0.35760000000000003
mp-662599,Ag36 As12 Se36,84,Orthorhombic,62,1999.8841113957092,6.3310677588622415,23.808144183282252,2.409090029999999,-3.686177482499999,-0.302367482433035,False,0.9037000000000001
mp-3172,Ag12 Au4 Se8,24,Cubic,214,505.3373305676981,8.918091138858923,21.05572210698742,2.75371285,-24.028476175416667,-0.14919083427083002,True,0.023499999999999
mp-562412,Ag6 F16,22,Monoclinic,14,294.2661391457791,5.367513968524786,13.375733597535413,-2.15468164,-9.29583318590909,-1.19802818272727,False,0.306899999999999
mp-17862,Ag6 Ge10 P12,28,Cubic,217,555.1297730873276,5.220634131745827,19.826063324547416,4.96125876,-13.430468067857143,-0.041898267346937,False,0.5388000000000001
mp-27821,Ag3 P11,14,Monoclinic,8,286.19742275452717,3.854411510979593,20.442673053894797,4.72455039,-11.695485984285714,-0.046166636624148,False,0.8305999999999991
