Feature,Importance
minimum LogThermalConductivity,0.03530749869809147
mean LogThermalConductivity,0.026694155452796797
mode LogThermalConductivity,0.026662902302017857
mean Density,0.026649836354327643
mean AtomicVolume,0.02266502865878116
mean BoilingT,0.018949142572836798
minimum MolarVolume,0.018237236283253612
range LogThermalConductivity,0.01736947988714983
maximum ThermalConductivity,0.016126306754117813
maximum Electronegativity,0.01581514730577404
