Feature,Importance
efermi,0.09097834496621744
maximum Electronegativity,0.037678077264655205
mode CovalentRadius,0.03612305768655659
formation_energy_per_atom,0.0326235078047571
minimum CovalentRadius,0.032364956110875406
mean MeltingT,0.02727057089275131
mean NpUnfilled,0.021568717130192868
density,0.01867759498992024
range MeltingT,0.01647391302546338
maximum MeltingT,0.016195052065345942
