Feature,Importance
efermi,0.09699210031710954
mode CovalentRadius,0.047229569180579765
formation_energy_per_atom,0.04134570260916493
minimum CovalentRadius,0.0408725510534475
mean MeltingT,0.025247375094848614
maximum Electronegativity,0.024296876217864517
mean NpUnfilled,0.02397285089301146
range MeltingT,0.021077235729050316
density,0.01988605432299942
maximum MeltingT,0.015836845863615927
